,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,latitude,longitude,distance,description,priceByArea,hasPlan,floor,district,hasLift,parkingSpace_included_in_listing,floor_grouped,municipality_grouped
375,15,680.0,flat,85.0,True,2,1,Calle Paraguay,Coslada,40.42324,-3.54633,13303,"Agencia inmobiliaria Tecnocasa de COSLADA. Zona CIUDAD 70, VALLEAGUADO, LA ESPINILLA, PARQUE BLANCO.  El inmueble se encuentra en CALLE PARAGUAY. Piso de 2 dormitorios, muy luminosos con vistas a los jardines comunitarios, salón comedor con acceso a terraza, amplia cocina, baño completo con plato de ducha. Tiene ascensor. Calefacción independiente de gas natural.  Situada cerca del transporte público y de comercios de la zona.  No dude en llamarnos para concertar su cita para visitar el inmueble, en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACIÓN 100%  TLF CONTACTO: 916688619.",8.0,False,0,Valleaguado - La Cañada,True,False,0,Other
377,19,600.0,flat,28.0,False,1,1,"Calle de Francos Rodríguez, 25",Madrid,40.4564,-3.70563,4418,"SE ATIENDE WHATSAPP - DISPONIBLE A PARTIR DE 14 DE OCTUBRE SE ALQUILA vivienda en buen estado, lista para entrar a vivir, muy luminosa, perfectamente equipada, ubicada entre las estratégicas zona de Bellas Vistas y Berruguete, a dos minutos andando de la estación de metro de Francos Rodríguez, y de las paradas de autobuses que se encuentran en la calle Ofelia Nieto y Francos Rodríguez. , a diez minutos andando de la zona universitaria. Se encuentra pegada a uno de los pulmones más importantes de la zona como lo es la dehesa de la villa, ideal para dar paseos, hacer deporte, etc. , esta zona cuenta con locales comerciales de todo tipo, verdulerías, cadenas de supermercados, farmacias, locales de ocio, etc. , también cuenta con colegios, bibliotecas, centros médico. Es una cuarta planta sin ascensor, en optimo estado de conservación, distribuida en 28 metros construidos de la siguiente manera: salón-distribuidor, un dormitorio cocina equipada, baño completo, todas las estancias con ventana. CONDICIONES MES DE FIANZA MES CORRIENTE MES DE AGENCIA.",21.428571428571427,False,4,Tetuán,False,False,4 or more,Madrid
382,21,750.0,flat,80.0,True,2,1,Colmenarejo,Colmenarejo,40.56025,-4.01745,30995,"Excelente piso de 80 m en primera planta y ultima planta, se entrega recién pintado, se admiten animales con cocina independiente, Salon-comedor muy amplio, dos dormitorios con armarios empotrados y un baño completo, gas natural poco gasto, a 5 minutos de la plaza del pueblo de colmenarej, cerca de supermercados, farmacias, a 150m de las paradas de autobús líneas 630,631, 633. Con un atractivo entorno natural, donde se puede ir a pasear con bicicleta, dentro del parque Regional del curso medio del rio Guadarrama y su entorno, en el que destacan los encinares y las dehesas de uso ganadero salpicadas de enebros, fresnos y quejigos. Perfecto para una pareja y un niñ@. ¡Llámanos para concertar una visita, te estamos esperando!",9.375,False,1,unknown,False,True,1,Other
383,4,700.0,flat,62.0,True,1,1,Plaza de España,Alcorcón,40.34926,-3.82922,13040,"GLOMAR Inmobiliaria alquila vivienda seminueva con buen estado de conservación, junto al Ayuntamiento muy próxima a la estación de metro y cercanías y con excelentes comunicaciones junto todo tipo de comercios y dotaciones. Dispone de una superficie construida según catastro de 62m2 construidos. Entrando al inmueble accedemos a través del distribuidor a una gran salón con cocina integrada constituyendo un amplio espacio común muy luminoso con balcones hacia plaza abierta. Baño completo y dormitorio soleado con armario empotrado. Todas las estancias con exteriores y soleada. Calefacción y agua cliente sanitaria mediante caldera individual de gas natural. Suelo de tarima. Posibilidad de plaza de garaje en la misma finca con acceso directo desde ascensor.",11.290322580645162,False,2,Centro,True,False,2,Other
384,18,690.0,flat,77.0,True,2,1,"Calle Francisco Lizcano, 22",Madrid,40.36691,-3.75913,7283,"Se alquila estupenda vivienda exterior de 77 m2 (68 m2 útiles ) según catastro, con 2 dormitorios, salón, baño completo y cocina independiente totalmente equipada con electrodomésticos. Dispone de suelos de parquet, calefacción individual por gas natural, aire acondicionado, puerta blindada y armarios empotrados. Plaza de garaje incluida. Finca con ascensor. amueblada. Finca sin ascensor. Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid. ÚNETE AL TRANQUILER! Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",8.96103896103896,False,0,Carabanchel,True,True,0,Madrid
385,15,700.0,flat,50.0,True,1,1,Calle José Anduiza,Madrid,40.48603,-3.6861,7844,"EXCELENTE VIVIENDA EN EL BARRIO DE BEGOÑA! Vivienda Madrid ofrece en exclusiva bajo exterior de 50 m2 construidos completamente reformado. Dispone de  1 dormitorio con armario empotrado y maletero, salon muy luminoso con grandes ventanales,  un cuarto de baño con ventilacion natural  y plato de ducha, cocina amueblada y equipada y amplio patio interior. Paredes lisas con ventanas de climalit, puertas de madera lacadas en blanco,  calefaccion electrica y aire acondicionado. Excelente ubicación zona con numerosas lineas de transporte publico como la parada de Metro Begoña (Línea 10), Cercanias Renfe parada Ramón y Cajal y varias líneas de autobuses 124, 137, N24. Acceso a M-30, M-40 y carretera de Colmenar Viejo M-607. Cerca de los hospitales La Paz y Ramón y Cajal, a ocho minutos a pie de las cuatro Torres. El barrio cuenta con varios centros educativos, centro de día Geriacen, Centro de Salud Virgen Begoña, entidades bancarias, restaurantes, comercios y zonas infantiles, asi como supermercados cercanos como, Dia,  Centro Comercial La Vaguada y El Corte Inglés de Sanchinarro. Responsable: Isabel Gomez 654194453.",14.0,False,0,Fuencarral,False,False,0,Madrid
386,13,750.0,flat,87.0,True,2,1,"Avenida de Roma, 5",Coslada,40.42264,-3.54072,13773,"Se alquila vivienda exterior de 87 m2 (75m2 útiles) según catastro, totalmente reformada, con 2 dormitorios, salón, baño, cocina equipada con electrodomésticos y terraza. Dispone de calefacción individual de gas natural, suelos de tarima, ventanas climalit, puerta acorazada, armarios empotrados y aire acondicionado. Se alquila semi amueblado. La finca dispone de ascensor. Gastos de comunidad y agua incluidos en la renta. No admite animales. Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid.  ÚNETE AL TRANQUILER!  Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",8.620689655172415,False,5,Ciudad 70,True,False,4 or more,Other
388,15,735.0,flat,51.0,True,1,1,Calle de Lina Odena,Getafe,40.29703,-3.75552,14023,"Nuevo curso, nuevo hogar ¡con hasta 1 MES GRATIS y SIN COMISIÓN DE AGENCIA en tu alquiler!  VIVIENDA DE UN DORMITORIO CON TERRAZA, DOS PLAZAS DE GARAJE Y TRASTERO INCLUIDOS EN EL PRECIO. Vivienda protegida en alquiler (Consulte condiciones). *Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efectos con carácter retroactivo, viniendo obligado a devolver los importes mensuales de la promoción que se haya beneficiado  ¡ALTA DE SUMINISTROS GRATIS! Disfruta de tu hogar desde el primer momento, Testa Home te ayuda en la gestión del alta de suministros de manera gratuita, con lo que podrás ahorrar hasta 335 € por el alta de la luz y el gas. *Para una vivienda con gasto promedio de 4,4 KWh   Vivienda sin amueblar, en perfecto estado de alquiler. Cocina parcialmente equipada. Suelos de tarima flotante y armarios empotrados. 2 Plazas de garaje y trastero incluidos en el precio. Edificio singular con magníficas zonas comunes e infantiles y rodeado de amplias zonas verdes. Zonas comunes recién reformadas. Promoción ubicada en Getafe, municipio al sur de la Comunidad de Madrid, de fácil acceso a la capital. Muy próxima a parada de bus, supermercado, varios colegios e institutos.  Bonitas vistas rodeado de amplias zonas verdes. ¡SÓLO SE PIDE 1 MES DE FIANZA Y SIN COMISIÓN DE AGENCIA! Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada.  Las promociones de bienvenida de cada edificio se aplicarán en la promoción para todas las reservas firmadas desde el 01/09/2022 y los contratos firmados hasta el 30/09/2022. A partir del 30/09/2022 la promoción puede estar sujeta a cambios en la bonificación de bienvenida. Esta promoción no es acumulable con otras campañas y promociones. *Viviendas no amuebladas.",14.411764705882353,False,4,Buenavista,True,True,4 or more,Other
389,15,700.0,flat,80.0,True,3 or more,1,"Calle Huesca, 10",Móstoles,40.31932,-3.86968,17777,"Se alquila fantástica vivienda exterior, muy luminosa de 80 m2 (75m2 útiles) según catastro, distribuidos en 3 dormitorios, 1 baño completo con bañera, amplio salón comedor y cocina independiente totalmente equipada con electrodomésticos. Dispone de puerta de seguridad, suelos de cerámica, armarios empotrados y calefacción por acumuladores térmicos. Se alquila amueblada con posibilidad de retirar parte del mobiliario. Finca con ascensor.  Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid.  ÚNETE AL TRANQUILER!  Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",8.75,False,5,Suroeste,True,False,4 or more,Other
390,17,725.0,flat,75.0,True,3 or more,1,Calle de Málaga,Fuenlabrada,40.28891,-3.79624,16247,"MB GESTION INMOBILIARIA ALQUILA PISO EN ZONA CENTRO CON CALEFACCIÓN CENTRAL! Piso AMUEBLADO de 72m2 distribuido del siguiente modo: Hall recibidor de entrada, SALÓN COMEDOR con acceso a terraza abierta, COCINA AMUEBLADA Y EQUIPADA CON ELECTRODOMÉSTICOS y salida a una segunda terraza (tendedero), 3 dormitorios y cuarto de baño REFORMADO, completo con bañera. La vivienda cuenta con muy buenos acabados como ventanas de aluminio, CALEFACCIÓN CENTRAL, suelos de gres y terrazo, carpintería interior de color blanco, puerta exterior blindada.. .  La zona dispone de todos los servicios necesarios a sus alrededores como SUPERMERCADOS y galería de alimentación, comercios, COLEGIOS, INSTITUTOS, TEATRO TOMÁS Y VALIENTE, biblioteca municipal, CENTRO DE SALUD, FARMACIA, estación de Metrosur Parque de lo Estados (línea-12), Parques, paradas de autobuses, buena comunicación con carreteras de acceso y salida del municipio.. . ""Su satisfacción, nuestro compromiso"" Encuentra más en.",9.666666666666666,False,unknown,Centro,False,False,unknown,Other
392,20,733.0,flat,68.4,True,2,1,Calle de Honduras,Alcalá de Henares,40.50457,-3.38625,28541,"Nuevo curso, nuevo hogar ¡con hasta 2 MESES GRATIS y SIN COMISIÓN DE AGENCIA en tu alquiler!  Preciosa vivienda de 2 dormitorios, ubicada en Alcalá de Henares, ¡y preparada para entrar a vivir!  *Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efectos con carácter retroactivo, viniendo obligado a devolver los importes mensuales de la promoción que se haya beneficiado   ¡ALTA DE SUMINISTROS GRATIS! Disfruta de tu hogar desde el primer momento, Testa Home te ayuda en la gestión del alta de suministros de manera gratuita, con lo que podrás ahorrar hasta 335 € por el alta de la luz y el gas. *Para una vivienda con gasto promedio de 4,4 KWh   VIVIENDA DE VPO (Consulte condiciones) En perfecto estado de alquiler. Cocina básica. Baños con muebles y mamparas. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Situada en el municipio de Alcalá de Henares, a 35km de Madrid (30-40 min), municipio en constante desarrollo cuyo centro histórico fue nombrado patrimonio de la humanidad por la Unesco.  La promoción se encuentra cerca de numerosos comercios, como el Carrefour y cercano del Colegio San Gabriel.  Muy bien comunicado con la A-2.  ¡SÓLO SE PIDE 1 MES DE FIANZA Y ¡SIN COMISIÓN DE AGENCIA! El precio anunciado corresponde a renta mensual + IBI + Comunidad Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada.   Las promociones de bienvenida de cada edificio se aplicarán en la promoción para todas las reservas firmadas desde el 01/09/2022 y los contratos firmados hasta el 30/09/2022. A partir del 30/09/2022 la promoción puede estar sujeta a cambios en la bonificación de bienvenida. Esta promoción no es acumulable con otras campañas y promociones. *Viviendas no amuebladas.",10.716374269005847,False,2,Las Sedas - El Olivar,True,True,2,Other
393,19,750.0,flat,36.0,True,1,1,Calle y Travesía del Poeta Blas de Otero,Madrid,40.4219,-3.65366,4237,"Referencia: ILE12157-0 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 10 de Noviembre de 2022. Piso de alquiler actualizado y luminoso en el Barrio de Ventas, cerca de la Plaza de Toros y la Calle Alcala. Ofrece un salon muy luminoso, una cocina office, un cuarto de baño con plato de ducha y una habitacion doble amplia y agradable. Es un piso que dispone de todas las comodidades: sofa cama, smart TV de, microondas, vitroceramica, lavavajillas, lavadora, etc. Ademas se encuentra localizado cerca de locales comerciales y de ocio asi como de numerosas redes de transporte. Caminando puede ir facilmente a la boca de metro de El Carmen, disfrutar de las compras por la calle Alcala, la Plaza de Toros de las Ventas y llegar a Manuel Becerra situado en el Distrito de Salamanca. Idealmente situado se encuentra a menos de 10 minutos del metro El La Elipa L2 y tiene salida directa a la M-30. '.",20.833333333333332,False,0,Ciudad Lineal,True,False,0,Madrid
394,20,675.0,flat,69.0,True,2,1,"Calle de Camarena, 246",Madrid,40.38739,-3.75785,5656,"Se alquila magnífico piso exterior, muy luminoso de 69 m2 (66m2 útiles) según catastro, distribuidos en 2 dormitorios, 1 baño completo, salón comedor y cocina equipada con electrodomésticos. Dispone de puerta blindada, suelos de gres, armarios, calefacción individual eléctrica y terraza exterior. Finca sin ascensor. La vivienda está en una entreplanta, no a pie de calle. Se alquila semiamueblada. No admite animales. Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid.  ÚNETE AL TRANQUILER!  Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",9.782608695652174,False,0,Latina,False,False,0,Madrid
395,23,650.0,flat,85.0,True,2,1,"Calle Magerit, 1",Guadarrama,40.67682,-4.0809,43066,"Piso en Alquiler en Guadarrama. Urbanización cerca de todos los servicios y bien comunicada. Con amplias zonas verdes, zonas infantiles y deportivas. Piscina comunitaria, Zona de restauración. Vigilancia 24 horas. Vivienda en perfecto estado, de dos dormitorios, un baño, salón con terraza, cocina integrada en salón.  Cerramientos de PVC y doble ventana. Cocina amueblada y con electrodomésticos. Baño con plato de ducha Calefacción de gas natural. No se admiten mascotas.",7.647058823529412,False,2,unknown,False,False,2,Other
396,15,730.0,flat,52.0,True,1,1,Calle Cantueso,Madrid,40.46957,-3.70398,5879,"Bonito apartamento de un dormitorio independiente, con cocina-salón y un baño. Reformado con buenas calidades y en perfecto estado para entrar a vivir. Cuenta con un patio de 10m que aporta mucha luz a la casa. Piso reformado sin amueblar con cocina equipada. La calefacción es eléctrica. Esta en una zona tranquila en el barrio de Tetuán, bien comunicada con metros cercanos y rodeado de comercios (supermercados, colegios, farmacias.. . ) Para el alquiler se pide un mes de fianza, un mes de garantía de pago y solvencia demostrable con contrato de trabajo, 3 últimas nóminas, vida laboral o declaración de la renta en caso de ser autónomo.  Mimaison, amor por las casas desde 1995. Nuestros honorarios, un mes + iva.",14.038461538461538,False,0,Tetuán,True,False,0,Madrid
397,19,700.0,flat,97.0,True,1,1,"Vereda Carpetana, 7",Loeches,40.39848,-3.41362,24605,"Una forma moderna y distinta de vivir. Fantástico loft en PLANTA CALLE, dentro de agradable recinto residencial, de prácticamente 100m2, cuenta con un patio de 25m2 y plaza de garaje. Cuenta con un dormitorio con amplio armario empotrado, baño y salón con cocina americana. La cocina está amueblada con muebles altos y bajos y equipada con elctrodomésticos: horno, vitrocerámica y campana. Los suelos están solados en gres, calefacción y aire acondicionado por bomba de calor. Zonas comunes con piscinas, jardines, pistas de pádel y tenis. NO SE ADMITEN MASCOTAS. Fotoreportaje no contractual.",7.216494845360825,False,0,unknown,True,False,0,Other
399,12,690.0,studio,38.0,False,0,1,Calle Manchegos,Madrid,40.46877,-3.69952,5798,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Estupenda ocasión. Precioso estudio tipo loft con garaje. Se encuentra en la planta segunda de un edificio residencial de cuatro alturas y dos sótanos, el cuál dispone de ascensor. Edificio construido en el año 2008. Situado en el municipio de Madrid. Consta de una única estancia para salón-comedor-dormitorio con cocina americana y un cuarto de baño con plato de ducha. Superficie construida aproximada de 38,39 m². Cocina totalmente amueblada con muebles altos y bajos. También está equipada con vitrocerámica, campana extractora y horno. La vivienda dispone de puerta de acceso blindada, portero automático, aire acondicionado de frio/calor y un armario empotrado. Suelos de tarima en toda la vivienda (gres en baño). Se encuentra en perfecto estado de conservación. Se encuentra bien ubicado, ubicado en el distrito de Tetuán, en el barrio de Valdeacederas, rodeado de viviendas de similares características. En el entorno podemos encontrar todo tipo de servicios, tales como, sanitarios, educativos, restaurantes, supermercados, comercios, excelentes zonas verdes y deportivas. Dispone de buena comunicación ya que el municipio dispone de todo tipo de transporte público: autobuses urbanos, metro, cercanías, estación de tren, aeropuerto, etc. Existen buenas conexiones con todo tipo de carreteras, nacional, comarcal, local, autovías y autopistas. *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",18.157894736842106,True,2,Tetuán,True,True,2,Madrid
400,23,700.0,flat,70.0,True,2,1,"Calle Nuevo Guadarrama, 11",Guadarrama,40.68001,-4.07868,43166,"DISFRUTA DE LA SIERRA DE MADRID CON TODO A MANO!    BEST HOUSE ARGANZUELA pone en alquiler piso de 2 habitaciones y un baño en una de las mejores zonas de la sierra de Madrid, donde podrás disfrutar de la tranquilidad de esta estando cerca de la capital.     Distrubuído en amplio salón, 2 habitaciones, cocina independiente y baño completo, también dispone de terraza con armario para almacenmiento.     Situado en urbanización privada con vigilancia 24 horas y múltiples servicios, tales como piscina olímpica, pistas de pádel, tenis, parques infantiles, fútbol sala y capilla dentro de la urbanización.     NO LO DUDES Y VEN A VISITARLO!    INTERESADOS CONTACTAR EN EL 698 984 180.",10.0,False,1,unknown,False,False,1,Other
401,24,600.0,duplex,89.0,True,2,2,Calle de la Cruz Verde,Miraflores de la Sierra,40.81385,-3.76585,44474,"Redpiso alquila estupendo dúplex en una de las mejores zonas de Miraflores de la Sierra muy cercano a paradas de autobús y al centro de la localidad. Consta de 89 metros cuadrados distribuidos en recibidor desde el cual tenemos acceso a la amplia cocina equipada con electrodomésticos, al aseo y al salón desde el cual podremos disfrutar de unas maravillosas vistas de la sierra norte. En la segunda planta de este maravilloso dúplex encontramos un baño completo con bañera y dos amplios dormitorios con armarios empotrados. NO PIERDA ESTA OPORTUNIDAD!",6.741573033707865,False,2,unknown,False,False,2,Other
402,18,700.0,studio,25.0,False,0,1,lavapies,Madrid,40.41053,-3.70213,691,"Se alquila precioso loft completamente reformado y amueblado para entrar a vivir.  El estudio consta de 25 metros distribuidos en dos alturas. En la parte baja se encuentra el salón con sofá cama y mesa baja así como un armario empotrado y cocina americana con electrodomésticos nuevos y menaje incluido y dos amplias ventanas de climalit que aportan gran luminosidad al piso. Asimismo encontramos un baño completo con ducha y mampara. En la parte superior se encuentra la habitación, con colchón nuevo y ropa de cama, así como una cómoda con cajones. El piso consta de AIRE ACONDICIONADO de frío/calor así como termo eléctrico recién instalado. Gastos de comunidad y agua INCLUIDOS. El piso se encuentra ubicado en un edificio emblemático de Madrid, a escasos 3 minutos caminando del Metro Lavapiés (línea 3) y Tirso de Molina (línea 1) y a 10 minutos a pie de la Puerta del Sol y de Banco de España (línea 2) en una tranquila comunidad de propietarios, con video portero de última generación y puerta de entrada de seguridad, así como cámaras de videovigilancia instaladas por toda la comunidad. Mejor visitar!",28.0,False,0,Centro,False,False,0,Madrid
403,21,690.0,flat,60.0,True,2,1,Sevilla la Nueva,Sevilla la Nueva,40.3466,-4.03311,29005,"REF. 2131/78. ALFA KEY WEST INMOBILIARIA alquila piso bajo en planta, 100% accesible sin amueblar de 60 m2 construidos con dos dormitorios, un baño, en urbanización El Rodal en Sevilla la Nueva.  Inmueble con reforma a estrenar, muy luminoso, amplios ventanales de doble cristal reforzado oscilobatientes, calefacción eléctrica con 3 equipos de aire acondicionado con bomba de frio-calor, baño adaptado con plato de ducha, pintura en liso, suelos de gres, armarios, y cocina americana amueblada con vitrocerámica, horno, campana extractora y termo eléctrico. El inmueble es 100% accesible, ideal pues, para personas mayores y con personas de movilidad reducida  física. Se solicitan documentación para seguro de impago que abona la propiedad. Ubicación céntrica y tranquila, junto a colegios, parques, servicios, zonas de ocio y comunicaciones a solo 30 minutos de Madrid, junto a la M-600, y las autovias M-501 y A-5.",11.5,False,0,unknown,False,False,0,Other
405,35,750.0,duplex,114.0,True,3 or more,2,"Paseo de la Pradera, 15",Serranillos del Valle,40.20478,-3.8838,28099,"EN ALQUILER CON OPCION OBLIGATORIA DE COMPRA -NO DISPONIBLE EN ALQUILER-  Amplio piso dúplex, de 3 dormitorios y 3 WC. - Ubicado en la zona centro de Serranillos del Valle - MADRID-. Tiene 114m2 construidos y se distribuye de la siguiente manera: En la planta principal, encontramos un amplio salón con dos ambientes, un aseo, y la cocina totalmente equipada. En el hueco bajo la escalera, dispone de un amplio cuarto trastero. En la planta primera se encuentran los 3 dormitorios, todos de gran dimensión y equipados con armario empotrado vestido. El dormitorio principal cuenta con baño en suite, con bañera. Además hay otro cuarto de baño común con bañera también. En el pasillo distribuidor aprovechando la gran amplitud de metros de la que dispone la vivienda, también cuenta con un armario empotrado de gran envergadura. En cuanto a calidades cabe destacar: Los cerramientos son de aluminio con cristal doble climalit, los suelos de gress en planta principal y de tarima flotante en la planta primera. Los radiadores modulares de aluminio y las puertas de madera. La cocina esta totalmente equipada con muebles y electrodomésticos, incluyendo caldera de condensación de gas natural para dotar de calefacción y el agua caliente sanitaria. LAS CONDICIONES DEL ALQUILER CON OPCIÓN A COMPRA SERÁN: Plazo máximo para ejecutar la compra, 2 años, 750€ / mes, Señal a negociar, Precio compra total 168.000€.",6.578947368421052,False,1,unknown,False,False,1,Other
411,31,700.0,studio,51.0,True,0,1,Cutanga,Madrid,40.4731,-3.63595,8471,"El GRUPO HIFEMAD alquila en el barrio de San Lorenzo (Hortaleza) un estudio/loft amueblado, totalmente reformado y exterior.  La vivienda se encuentra a pie de calle, muy luminosa y en una zona privilegiada para vivir. Ideal para una pareja o como vivienda individual. Muy bien ubicada, cerca del transporte público (Metro Mar de Cristal), jardines, colegios, vía verde, zonas comerciales ( Centro comercial Gran Vía de Hortaleza, Palacio de Hielo, etc. ) y centros médicos.  La vivienda de 45 m2 está pensada como una vivienda estilo loft, con las estancias abiertas y despejadas. Está distribuida con cocina abierta al salón, amueblada en su totalidad, lavadora, lavavajillas, frigorífico y termo de agua caliente de 80 litros. El Salón-comedor tiene un sillón, que se transforma en cama si fuera necesario, librería con mueble de televisión y una mesa de comedor extensible. En el acceso a la vivienda hay una puerta de seguridad exterior para salvaguardar la puerta principal. El baño es completo con plato de ducha y mampara, además de un armario empotrado con utilidad como ropero, almacén o despensa.  La habitación principal está amueblada en su totalidad con estructura de cama de tamaño matrimonio, cabecero y colchón, mesillas y aparador con espejo. , lo acompaña una estancia pensada para vestidor o despacho.  La calefacción es eléctrica con radiadores en todas las estancias y depósito-termo de agua caliente. Suelo de gres en toda la vivienda.   Muy bien situado, con todo tipo de servicios públicos alrededor, centro comerciales y zonas ajardinadas. Transporte público a pocos minutos del portal. A 100 metros el metro Mar de Cristal y San Lorenzo. Varias líneas de autobuses en la zona, línea 72 de autobuses además de 53/9/87/70/16. Estaremos encantados de atenderle.",13.72549019607843,False,0,Hortaleza,False,False,0,Madrid
412,32,670.0,flat,61.0,True,1,1,Isla de Lobeira,Collado Villalba,40.62067,-4.02074,35136,"ALTA DE SUMINISTROS GRATIS ¡SIN COMISIÓN DE AGENCIA! Al precio del alquiler hay que sumarle el importe correspondiente al seguro de rentas. Vivienda de 1 dormitorio en Collado-Villalba. Amplio salón independiente, baño completo. Armario empotrados en dormitorio. Suelo de tarima, acabados de alta calidad. Incluye trastero y plaza de garaje. Cocina independiente totalmente equipada con todos los electrodomésticos (placa vitrocerámica, horno, campana extractora, lavavajillas, lavadora y frigorífico).  Salón con salida a terraza.    Vivienda luminosa, en la zona más tranquila de Collado-Villalba con todos los servicios a tu alcance en pocos minutos.  Urbanización cerrada ubicada en zona El Carrizal, Las suertes de Collado-Villalba. Edificio de reciente construcción y 2 alturas más planta baja. Se compone de dos bloques distribuidos desde un único portal con un ascensor que comunica directamente las viviendas con los trasteros, plazas de garaje, zonas comunes y accesos al edificio. Año de construcción: 2008.    Rodeado de zonas verdes es ideal para desarrollar un estilo de vida muy actual con múltiples actividades culturales e instalaciones deportivas.   La zona dispone de todos los servicios necesarios:  Centros educativos (CP Mariano de Benlliure e IES Lázaro Cárdenas) y varias guarderías. Parque con Laguna y embarcadero ""El Carrizal"". Farmacias, restaurantes, supermercados (Lidl), bancos, hoteles, parques, gasolineras y todo tipo de instalaciones deportivas. Un entorno que ofrece calidad de vida y tranquilidad sin renunciar a ningún servicio.   Excelente comunicación con A-6 Carretera de la Coruña y con M-510 a 20 minutos de Madrid Además puedes utilizar el tren, dejando tu coche en las proximidades de la estación de Collado-Villalba. REQUISITOS Aportación de la documentación necesaria para acreditar ratio de solvencia. 1 mes de fianza A la firma de contrato se solicitará seguro de vivienda (contenido) y seguro de rentas (3,70% = 24,79 €/mes).   VENTAJAS DE SER UN INQUILINO TÉMPORE   Nuestra gran oferta se adapta a sus necesidades. Pregúntenos. No sólo va a disfrutar de su casa, sino también de la finca en la que vive. Cuidamos nuestras Promociones. Ante cualquier incidencia, No se encontrará solo. Cuenta con un Equipo de profesionales a su servicio y más ventajas que irá conociendo… ¿TODAVÍA TE LO ESTÁ PENSANDO? ÚNETE A LA FAMILIA TEMPORE Solicita información y nuestro asesor comercial te proporcionará la información adicional que precises.",10.98360655737705,False,0,Parque de la Coruña - Las Suertes,True,True,0,Other
